x,y,grp
21147,1,g2
21148,2,g3
21149,3,g4
21150,4,g0
21151,5,g1
21152,6,g2
21153,7,g3
21154,8,g4
21155,9,g0
21156,10,g1
21157,11,g2
21158,12,g3
21159,13,g4
21160,14,g0
21161,15,g1
21162,16,g2
21163,17,g3
21164,18,g4
21165,19,g0
21166,20,g1
21167,21,g2
21168,22,g3
21169,23,g4
21170,24,g0
21171,25,g1
21172,26,g2
21173,27,g3
21174,28,g4
21175,29,g0
21176,30,g1
21177,31,g2
21178,32,g3
21179,33,g4
21180,34,g0
21181,35,g1
21182,36,g2
21183,37,g3
21184,38,g4
21185,39,g0
21186,40,g1
21187,41,g2
21188,42,g3
21189,43,g4
21190,44,g0
21191,45,g1
21192,46,g2
21193,47,g3
21194,48,g4
21195,49,g0
21196,50,g1
21197,51,g2
21198,52,g3
21199,53,g4
21200,54,g0
21201,55,g1
21202,56,g2
21203,57,g3
21204,58,g4
21205,59,g0
21206,60,g1
21207,61,g2
21208,62,g3
21209,63,g4
21210,64,g0
21211,65,g1
21212,66,g2
21213,67,g3
21214,68,g4
21215,69,g0
21216,70,g1
21217,71,g2
21218,72,g3
21219,73,g4
21220,74,g0
21221,75,g1
21222,76,g2
21223,77,g3
21224,78,g4
21225,79,g0
21226,80,g1
21227,81,g2
21228,82,g3
21229,83,g4
21230,84,g0
21231,85,g1
21232,86,g2
21233,87,g3
21234,88,g4
21235,89,g0
21236,90,g1
21237,91,g2
21238,92,g3
21239,93,g4
21240,94,g0
21241,95,g1
21242,96,g2
21243,0,g3
21244,1,g4
21245,2,g0
21246,3,g1
21247,4,g2
21248,5,g3
21249,6,g4
21250,7,g0
21251,8,g1
21252,9,g2
21253,10,g3
21254,11,g4
21255,12,g0
21256,13,g1
21257,14,g2
21258,15,g3
21259,16,g4
21260,17,g0
21261,18,g1
21262,19,g2
21263,20,g3
21264,21,g4
21265,22,g0
21266,23,g1
21267,24,g2
21268,25,g3
21269,26,g4
21270,27,g0
21271,28,g1
21272,29,g2
21273,30,g3
21274,31,g4
21275,32,g0
21276,33,g1
21277,34,g2
21278,35,g3
21279,36,g4
21280,37,g0
21281,38,g1
21282,39,g2
21283,40,g3
21284,41,g4
21285,42,g0
21286,43,g1
21287,44,g2
21288,45,g3
21289,46,g4
21290,47,g0
21291,48,g1
21292,49,g2
21293,50,g3
21294,51,g4
21295,52,g0
21296,53,g1
21297,54,g2
21298,55,g3
21299,56,g4
21300,57,g0
21301,58,g1
21302,59,g2
21303,60,g3
21304,61,g4
21305,62,g0
21306,63,g1
21307,64,g2
21308,65,g3
21309,66,g4
21310,67,g0
21311,68,g1
21312,69,g2
21313,70,g3
21314,71,g4
21315,72,g0
21316,73,g1
21317,74,g2
21318,75,g3
21319,76,g4
21320,77,g0
21321,78,g1
21322,79,g2
21323,80,g3
21324,81,g4
21325,82,g0
21326,83,g1
21327,84,g2
21328,85,g3
21329,86,g4
21330,87,g0
21331,88,g1
21332,89,g2
21333,90,g3
21334,91,g4
21335,92,g0
21336,93,g1
21337,94,g2
21338,95,g3
21339,96,g4
21340,0,g0
21341,1,g1
21342,2,g2
21343,3,g3
21344,4,g4
21345,5,g0
21346,6,g1
21347,7,g2
21348,8,g3
21349,9,g4
21350,10,g0
21351,11,g1
21352,12,g2
21353,13,g3
21354,14,g4
21355,15,g0
21356,16,g1
21357,17,g2
21358,18,g3
21359,19,g4
21360,20,g0
21361,21,g1
21362,22,g2
21363,23,g3
21364,24,g4
21365,25,g0
21366,26,g1
21367,27,g2
21368,28,g3
21369,29,g4
21370,30,g0
21371,31,g1
21372,32,g2
21373,33,g3
21374,34,g4
21375,35,g0
21376,36,g1
21377,37,g2
21378,38,g3
21379,39,g4
21380,40,g0
21381,41,g1
21382,42,g2
21383,43,g3
21384,44,g4
21385,45,g0
21386,46,g1
21387,47,g2
21388,48,g3
21389,49,g4
21390,50,g0
21391,51,g1
21392,52,g2
21393,53,g3
21394,54,g4
21395,55,g0
21396,56,g1
21397,57,g2
21398,58,g3
21399,59,g4
21400,60,g0
21401,61,g1
21402,62,g2
21403,63,g3
21404,64,g4
21405,65,g0
21406,66,g1
21407,67,g2
21408,68,g3
21409,69,g4
21410,70,g0
21411,71,g1
21412,72,g2
21413,73,g3
21414,74,g4
21415,75,g0
21416,76,g1
21417,77,g2
21418,78,g3
21419,79,g4
21420,80,g0
21421,81,g1
21422,82,g2
21423,83,g3
21424,84,g4
21425,85,g0
21426,86,g1
21427,87,g2
21428,88,g3
21429,89,g4
21430,90,g0
21431,91,g1
21432,92,g2
21433,93,g3
21434,94,g4
21435,95,g0
21436,96,g1
21437,0,g2
21438,1,g3
21439,2,g4
21440,3,g0
21441,4,g1
21442,5,g2
21443,6,g3
21444,7,g4
21445,8,g0
21446,9,g1
21447,10,g2
21448,11,g3
21449,12,g4
21450,13,g0
21451,14,g1
21452,15,g2
21453,16,g3
21454,17,g4
21455,18,g0
21456,19,g1
21457,20,g2
21458,21,g3
21459,22,g4
21460,23,g0
21461,24,g1
21462,25,g2
21463,26,g3
21464,27,g4
21465,28,g0
21466,29,g1
21467,30,g2
21468,31,g3
21469,32,g4
21470,33,g0
21471,34,g1
21472,35,g2
21473,36,g3
21474,37,g4
21475,38,g0
21476,39,g1
21477,40,g2
21478,41,g3
21479,42,g4
21480,43,g0
21481,44,g1
21482,45,g2
21483,46,g3
21484,47,g4
21485,48,g0
21486,49,g1
21487,50,g2
21488,51,g3
21489,52,g4
21490,53,g0
21491,54,g1
21492,55,g2
21493,56,g3
21494,57,g4
21495,58,g0
21496,59,g1
21497,60,g2
21498,61,g3
21499,62,g4
21500,63,g0
21501,64,g1
21502,65,g2
21503,66,g3
21504,67,g4
21505,68,g0
21506,69,g1
21507,70,g2
21508,71,g3
21509,72,g4
21510,73,g0
21511,74,g1
21512,75,g2
21513,76,g3
21514,77,g4
21515,78,g0
21516,79,g1
21517,80,g2
21518,81,g3
21519,82,g4
21520,83,g0
21521,84,g1
21522,85,g2
21523,86,g3
21524,87,g4
21525,88,g0
21526,89,g1
21527,90,g2
21528,91,g3
21529,92,g4
21530,93,g0
21531,94,g1
21532,95,g2
21533,96,g3
21534,0,g4
21535,1,g0
21536,2,g1
21537,3,g2
21538,4,g3
21539,5,g4
21540,6,g0
21541,7,g1
21542,8,g2
21543,9,g3
21544,10,g4
21545,11,g0
21546,12,g1
21547,13,g2
21548,14,g3
21549,15,g4
21550,16,g0
21551,17,g1
21552,18,g2
21553,19,g3
21554,20,g4
21555,21,g0
21556,22,g1
21557,23,g2
21558,24,g3
21559,25,g4
21560,26,g0
21561,27,g1
21562,28,g2
21563,29,g3
21564,30,g4
21565,31,g0
21566,32,g1
21567,33,g2
21568,34,g3
21569,35,g4
21570,36,g0
21571,37,g1
21572,38,g2
21573,39,g3
21574,40,g4
21575,41,g0
21576,42,g1
21577,43,g2
21578,44,g3
21579,45,g4
21580,46,g0
21581,47,g1
21582,48,g2
21583,49,g3
21584,50,g4
21585,51,g0
21586,52,g1
21587,53,g2
21588,54,g3
21589,55,g4
21590,56,g0
21591,57,g1
21592,58,g2
21593,59,g3
21594,60,g4
21595,61,g0
21596,62,g1
21597,63,g2
21598,64,g3
21599,65,g4
21600,66,g0
21601,67,g1
21602,68,g2
21603,69,g3
21604,70,g4
21605,71,g0
21606,72,g1
21607,73,g2
21608,74,g3
21609,75,g4
21610,76,g0
21611,77,g1
21612,78,g2
21613,79,g3
21614,80,g4
21615,81,g0
21616,82,g1
21617,83,g2
21618,84,g3
21619,85,g4
21620,86,g0
21621,87,g1
21622,88,g2
21623,89,g3
21624,90,g4
21625,91,g0
21626,92,g1
21627,93,g2
21628,94,g3
21629,95,g4
21630,96,g0
21631,0,g1
21632,1,g2
21633,2,g3
21634,3,g4
21635,4,g0
21636,5,g1
21637,6,g2
21638,7,g3
21639,8,g4
21640,9,g0
21641,10,g1
21642,11,g2
21643,12,g3
21644,13,g4
21645,14,g0
21646,15,g1
21647,16,g2
21648,17,g3
21649,18,g4
21650,19,g0
21651,20,g1
21652,21,g2
21653,22,g3
21654,23,g4
21655,24,g0
21656,25,g1
21657,26,g2
21658,27,g3
21659,28,g4
21660,29,g0
21661,30,g1
21662,31,g2
21663,32,g3
21664,33,g4
21665,34,g0
21666,35,g1
21667,36,g2
21668,37,g3
21669,38,g4
21670,39,g0
21671,40,g1
21672,41,g2
21673,42,g3
21674,43,g4
21675,44,g0
21676,45,g1
21677,46,g2
21678,47,g3
21679,48,g4
21680,49,g0
21681,50,g1
21682,51,g2
21683,52,g3
21684,53,g4
21685,54,g0
21686,55,g1
21687,56,g2
21688,57,g3
21689,58,g4
21690,59,g0
21691,60,g1
21692,61,g2
21693,62,g3
21694,63,g4
21695,64,g0
21696,65,g1
21697,66,g2
21698,67,g3
21699,68,g4
21700,69,g0
21701,70,g1
21702,71,g2
21703,72,g3
21704,73,g4
21705,74,g0
21706,75,g1
21707,76,g2
21708,77,g3
21709,78,g4
21710,79,g0
21711,80,g1
21712,81,g2
21713,82,g3
21714,83,g4
21715,84,g0
21716,85,g1
21717,86,g2
21718,87,g3
21719,88,g4
21720,89,g0
21721,90,g1
21722,91,g2
21723,92,g3
21724,93,g4
21725,94,g0
21726,95,g1
21727,96,g2
21728,0,g3
21729,1,g4
21730,2,g0
21731,3,g1
21732,4,g2
21733,5,g3
21734,6,g4
21735,7,g0
21736,8,g1
21737,9,g2
21738,10,g3
21739,11,g4
21740,12,g0
21741,13,g1
21742,14,g2
21743,15,g3
21744,16,g4
21745,17,g0
21746,18,g1
21747,19,g2
21748,20,g3
21749,21,g4
21750,22,g0
21751,23,g1
21752,24,g2
21753,25,g3
21754,26,g4
21755,27,g0
21756,28,g1
21757,29,g2
21758,30,g3
21759,31,g4
21760,32,g0
21761,33,g1
21762,34,g2
21763,35,g3
21764,36,g4
21765,37,g0
21766,38,g1
21767,39,g2
21768,40,g3
21769,41,g4
21770,42,g0
21771,43,g1
21772,44,g2
21773,45,g3
21774,46,g4
21775,47,g0
21776,48,g1
21777,49,g2
21778,50,g3
21779,51,g4
21780,52,g0
21781,53,g1
21782,54,g2
21783,55,g3
21784,56,g4
21785,57,g0
21786,58,g1
21787,59,g2
21788,60,g3
21789,61,g4
21790,62,g0
21791,63,g1
21792,64,g2
21793,65,g3
21794,66,g4
21795,67,g0
21796,68,g1
21797,69,g2
21798,70,g3
21799,71,g4
21800,72,g0
21801,73,g1
21802,74,g2
21803,75,g3
21804,76,g4
21805,77,g0
21806,78,g1
21807,79,g2
21808,80,g3
21809,81,g4
21810,82,g0
21811,83,g1
21812,84,g2
21813,85,g3
21814,86,g4
21815,87,g0
21816,88,g1
21817,89,g2
21818,90,g3
21819,91,g4
21820,92,g0
21821,93,g1
21822,94,g2
21823,95,g3
21824,96,g4
21825,0,g0
21826,1,g1
21827,2,g2
21828,3,g3
21829,4,g4
21830,5,g0
21831,6,g1
21832,7,g2
21833,8,g3
21834,9,g4
21835,10,g0
21836,11,g1
21837,12,g2
21838,13,g3
21839,14,g4
21840,15,g0
21841,16,g1
21842,17,g2
21843,18,g3
21844,19,g4
21845,20,g0
21846,21,g1
21847,22,g2
21848,23,g3
21849,24,g4
21850,25,g0
21851,26,g1
21852,27,g2
21853,28,g3
21854,29,g4
21855,30,g0
21856,31,g1
21857,32,g2
21858,33,g3
21859,34,g4
21860,35,g0
21861,36,g1
21862,37,g2
21863,38,g3
21864,39,g4
21865,40,g0
21866,41,g1
21867,42,g2
21868,43,g3
21869,44,g4
21870,45,g0
21871,46,g1
21872,47,g2
21873,48,g3
21874,49,g4
21875,50,g0
21876,51,g1
21877,52,g2
21878,53,g3
21879,54,g4
21880,55,g0
21881,56,g1
21882,57,g2
21883,58,g3
21884,59,g4
21885,60,g0
21886,61,g1
21887,62,g2
21888,63,g3
21889,64,g4
21890,65,g0
21891,66,g1
21892,67,g2
21893,68,g3
21894,69,g4
21895,70,g0
21896,71,g1
21897,72,g2
21898,73,g3
21899,74,g4
21900,75,g0
21901,76,g1
21902,77,g2
21903,78,g3
21904,79,g4
21905,80,g0
21906,81,g1
21907,82,g2
21908,83,g3
21909,84,g4
21910,85,g0
21911,86,g1
21912,87,g2
21913,88,g3
21914,89,g4
21915,90,g0
21916,91,g1
21917,92,g2
21918,93,g3
21919,94,g4
21920,95,g0
21921,96,g1
21922,0,g2
21923,1,g3
21924,2,g4
21925,3,g0
21926,4,g1
21927,5,g2
21928,6,g3
21929,7,g4
21930,8,g0
21931,9,g1
21932,10,g2
21933,11,g3
21934,12,g4
21935,13,g0
21936,14,g1
21937,15,g2
21938,16,g3
21939,17,g4
21940,18,g0
21941,19,g1
21942,20,g2
21943,21,g3
21944,22,g4
21945,23,g0
21946,24,g1
21947,25,g2
21948,26,g3
21949,27,g4
21950,28,g0
21951,29,g1
21952,30,g2
21953,31,g3
21954,32,g4
21955,33,g0
21956,34,g1
21957,35,g2
21958,36,g3
21959,37,g4
21960,38,g0
21961,39,g1
21962,40,g2
21963,41,g3
21964,42,g4
21965,43,g0
21966,44,g1
21967,45,g2
21968,46,g3
21969,47,g4
21970,48,g0
21971,49,g1
21972,50,g2
21973,51,g3
21974,52,g4
21975,53,g0
21976,54,g1
21977,55,g2
21978,56,g3
21979,57,g4
21980,58,g0
21981,59,g1
21982,60,g2
21983,61,g3
21984,62,g4
21985,63,g0
21986,64,g1
21987,65,g2
21988,66,g3
21989,67,g4
21990,68,g0
21991,69,g1
21992,70,g2
21993,71,g3
21994,72,g4
21995,73,g0
21996,74,g1
21997,75,g2
21998,76,g3
21999,77,g4
22000,78,g0
22001,79,g1
22002,80,g2
22003,81,g3
22004,82,g4
22005,83,g0
22006,84,g1
22007,85,g2
22008,86,g3
22009,87,g4
22010,88,g0
22011,89,g1
22012,90,g2
22013,91,g3
22014,92,g4
22015,93,g0
22016,94,g1
22017,95,g2
22018,96,g3
22019,0,g4
22020,1,g0
22021,2,g1
22022,3,g2
22023,4,g3
22024,5,g4
22025,6,g0
22026,7,g1
22027,8,g2
22028,9,g3
22029,10,g4
22030,11,g0
22031,12,g1
22032,13,g2
22033,14,g3
22034,15,g4
22035,16,g0
22036,17,g1
22037,18,g2
22038,19,g3
22039,20,g4
22040,21,g0
22041,22,g1
22042,23,g2
22043,24,g3
22044,25,g4
22045,26,g0
22046,27,g1
22047,28,g2
22048,29,g3
22049,30,g4
22050,31,g0
22051,32,g1
22052,33,g2
22053,34,g3
22054,35,g4
22055,36,g0
22056,37,g1
22057,38,g2
22058,39,g3
22059,40,g4
22060,41,g0
22061,42,g1
22062,43,g2
22063,44,g3
22064,45,g4
22065,46,g0
22066,47,g1
22067,48,g2
22068,49,g3
22069,50,g4
22070,51,g0
22071,52,g1
22072,53,g2
22073,54,g3
22074,55,g4
22075,56,g0
22076,57,g1
22077,58,g2
22078,59,g3
22079,60,g4
22080,61,g0
22081,62,g1
22082,63,g2
22083,64,g3
22084,65,g4
22085,66,g0
22086,67,g1
22087,68,g2
22088,69,g3
22089,70,g4
22090,71,g0
22091,72,g1
22092,73,g2
22093,74,g3
22094,75,g4
22095,76,g0
22096,77,g1
22097,78,g2
22098,79,g3
22099,80,g4
22100,81,g0
22101,82,g1
22102,83,g2
22103,84,g3
22104,85,g4
22105,86,g0
22106,87,g1
22107,88,g2
22108,89,g3
22109,90,g4
22110,91,g0
22111,92,g1
22112,93,g2
22113,94,g3
22114,95,g4
22115,96,g0
22116,0,g1
22117,1,g2
22118,2,g3
22119,3,g4
22120,4,g0
22121,5,g1
22122,6,g2
22123,7,g3
22124,8,g4
22125,9,g0
22126,10,g1
22127,11,g2
22128,12,g3
22129,13,g4
22130,14,g0
22131,15,g1
22132,16,g2
22133,17,g3
22134,18,g4
22135,19,g0
22136,20,g1
22137,21,g2
22138,22,g3
22139,23,g4
22140,24,g0
22141,25,g1
22142,26,g2
22143,27,g3
22144,28,g4
22145,29,g0
22146,30,g1
22147,31,g2
22148,32,g3
22149,33,g4
22150,34,g0
22151,35,g1
22152,36,g2
22153,37,g3
22154,38,g4
22155,39,g0
22156,40,g1
22157,41,g2
22158,42,g3
22159,43,g4
22160,44,g0
22161,45,g1
22162,46,g2
22163,47,g3
22164,48,g4
22165,49,g0
22166,50,g1
22167,51,g2
22168,52,g3
22169,53,g4
22170,54,g0
22171,55,g1
22172,56,g2
22173,57,g3
22174,58,g4
22175,59,g0
22176,60,g1
22177,61,g2
22178,62,g3
22179,63,g4
22180,64,g0
22181,65,g1
22182,66,g2
22183,67,g3
22184,68,g4
22185,69,g0
22186,70,g1
22187,71,g2
22188,72,g3
22189,73,g4
22190,74,g0
22191,75,g1
22192,76,g2
22193,77,g3
22194,78,g4
22195,79,g0
22196,80,g1
22197,81,g2
22198,82,g3
22199,83,g4
22200,84,g0
22201,85,g1
22202,86,g2
22203,87,g3
22204,88,g4
22205,89,g0
22206,90,g1
22207,91,g2
22208,92,g3
22209,93,g4
22210,94,g0
22211,95,g1
22212,96,g2
22213,0,g3
22214,1,g4
22215,2,g0
22216,3,g1
22217,4,g2
22218,5,g3
22219,6,g4
22220,7,g0
22221,8,g1
22222,9,g2
22223,10,g3
22224,11,g4
22225,12,g0
22226,13,g1
22227,14,g2
22228,15,g3
22229,16,g4
22230,17,g0
22231,18,g1
22232,19,g2
22233,20,g3
22234,21,g4
22235,22,g0
22236,23,g1
22237,24,g2
22238,25,g3
22239,26,g4
22240,27,g0
22241,28,g1
22242,29,g2
22243,30,g3
22244,31,g4
22245,32,g0
22246,33,g1
22247,34,g2
22248,35,g3
22249,36,g4
22250,37,g0
22251,38,g1
22252,39,g2
22253,40,g3
22254,41,g4
22255,42,g0
22256,43,g1
22257,44,g2
22258,45,g3
22259,46,g4
22260,47,g0
22261,48,g1
22262,49,g2
22263,50,g3
22264,51,g4
22265,52,g0
22266,53,g1
22267,54,g2
22268,55,g3
22269,56,g4
22270,57,g0
22271,58,g1
22272,59,g2
22273,60,g3
22274,61,g4
22275,62,g0
22276,63,g1
22277,64,g2
22278,65,g3
22279,66,g4
22280,67,g0
22281,68,g1
22282,69,g2
22283,70,g3
22284,71,g4
22285,72,g0
22286,73,g1
22287,74,g2
22288,75,g3
22289,76,g4
22290,77,g0
22291,78,g1
22292,79,g2
22293,80,g3
22294,81,g4
22295,82,g0
22296,83,g1
22297,84,g2
22298,85,g3
22299,86,g4
22300,87,g0
22301,88,g1
22302,89,g2
22303,90,g3
22304,91,g4
22305,92,g0
22306,93,g1
22307,94,g2
22308,95,g3
22309,96,g4
22310,0,g0
22311,1,g1
22312,2,g2
22313,3,g3
22314,4,g4
22315,5,g0
22316,6,g1
22317,7,g2
22318,8,g3
22319,9,g4
22320,10,g0
22321,11,g1
22322,12,g2
22323,13,g3
22324,14,g4
22325,15,g0
22326,16,g1
22327,17,g2
22328,18,g3
22329,19,g4
22330,20,g0
22331,21,g1
22332,22,g2
22333,23,g3
22334,24,g4
22335,25,g0
22336,26,g1
22337,27,g2
22338,28,g3
22339,29,g4
22340,30,g0
22341,31,g1
22342,32,g2
22343,33,g3
22344,34,g4
22345,35,g0
22346,36,g1
22347,37,g2
22348,38,g3
22349,39,g4
22350,40,g0
22351,41,g1
22352,42,g2
22353,43,g3
22354,44,g4
22355,45,g0
22356,46,g1
22357,47,g2
22358,48,g3
22359,49,g4
22360,50,g0
22361,51,g1
22362,52,g2
22363,53,g3
22364,54,g4
22365,55,g0
22366,56,g1
22367,57,g2
22368,58,g3
22369,59,g4
22370,60,g0
22371,61,g1
22372,62,g2
22373,63,g3
22374,64,g4
22375,65,g0
22376,66,g1
22377,67,g2
22378,68,g3
22379,69,g4
22380,70,g0
22381,71,g1
22382,72,g2
22383,73,g3
22384,74,g4
22385,75,g0
22386,76,g1
22387,77,g2
22388,78,g3
22389,79,g4
22390,80,g0
22391,81,g1
22392,82,g2
22393,83,g3
22394,84,g4
22395,85,g0
22396,86,g1
22397,87,g2
22398,88,g3
22399,89,g4
22400,90,g0
22401,91,g1
22402,92,g2
22403,93,g3
22404,94,g4
22405,95,g0
22406,96,g1
22407,0,g2
22408,1,g3
22409,2,g4
22410,3,g0
22411,4,g1
22412,5,g2
22413,6,g3
22414,7,g4
22415,8,g0
22416,9,g1
22417,10,g2
22418,11,g3
22419,12,g4
22420,13,g0
22421,14,g1
22422,15,g2
22423,16,g3
22424,17,g4
22425,18,g0
22426,19,g1
22427,20,g2
22428,21,g3
22429,22,g4
22430,23,g0
22431,24,g1
22432,25,g2
22433,26,g3
22434,27,g4
22435,28,g0
22436,29,g1
22437,30,g2
22438,31,g3
22439,32,g4
22440,33,g0
22441,34,g1
22442,35,g2
22443,36,g3
22444,37,g4
22445,38,g0
22446,39,g1
22447,40,g2
22448,41,g3
22449,42,g4
22450,43,g0
22451,44,g1
22452,45,g2
22453,46,g3
22454,47,g4
22455,48,g0
22456,49,g1
22457,50,g2
22458,51,g3
22459,52,g4
22460,53,g0
22461,54,g1
22462,55,g2
22463,56,g3
22464,57,g4
22465,58,g0
22466,59,g1
22467,60,g2
22468,61,g3
22469,62,g4
22470,63,g0
22471,64,g1
22472,65,g2
22473,66,g3
22474,67,g4
22475,68,g0
22476,69,g1
22477,70,g2
22478,71,g3
22479,72,g4
22480,73,g0
22481,74,g1
22482,75,g2
22483,76,g3
22484,77,g4
22485,78,g0
22486,79,g1
22487,80,g2
22488,81,g3
22489,82,g4
22490,83,g0
22491,84,g1
22492,85,g2
22493,86,g3
22494,87,g4
22495,88,g0
22496,89,g1
22497,90,g2
22498,91,g3
22499,92,g4
22500,93,g0
22501,94,g1
22502,95,g2
22503,96,g3
22504,0,g4
22505,1,g0
22506,2,g1
22507,3,g2
22508,4,g3
22509,5,g4
22510,6,g0
22511,7,g1
22512,8,g2
22513,9,g3
22514,10,g4
22515,11,g0
22516,12,g1
22517,13,g2
22518,14,g3
22519,15,g4
22520,16,g0
22521,17,g1
22522,18,g2
22523,19,g3
22524,20,g4
22525,21,g0
22526,22,g1
22527,23,g2
22528,24,g3
22529,25,g4
22530,26,g0
22531,27,g1
22532,28,g2
22533,29,g3
22534,30,g4
22535,31,g0
22536,32,g1
22537,33,g2
22538,34,g3
22539,35,g4
22540,36,g0
22541,37,g1
22542,38,g2
22543,39,g3
22544,40,g4
22545,41,g0
22546,42,g1
22547,43,g2
22548,44,g3
22549,45,g4
22550,46,g0
22551,47,g1
22552,48,g2
22553,49,g3
22554,50,g4
22555,51,g0
22556,52,g1
22557,53,g2
22558,54,g3
22559,55,g4
22560,56,g0
22561,57,g1
22562,58,g2
22563,59,g3
22564,60,g4
22565,61,g0
22566,62,g1
22567,63,g2
22568,64,g3
22569,65,g4
22570,66,g0
22571,67,g1
22572,68,g2
22573,69,g3
22574,70,g4
22575,71,g0
22576,72,g1
22577,73,g2
22578,74,g3
22579,75,g4
22580,76,g0
22581,77,g1
22582,78,g2
22583,79,g3
22584,80,g4
22585,81,g0
22586,82,g1
22587,83,g2
22588,84,g3
22589,85,g4
22590,86,g0
22591,87,g1
22592,88,g2
22593,89,g3
22594,90,g4
22595,91,g0
22596,92,g1
22597,93,g2
22598,94,g3
22599,95,g4
22600,96,g0
22601,0,g1
22602,1,g2
22603,2,g3
22604,3,g4
22605,4,g0
22606,5,g1
22607,6,g2
22608,7,g3
22609,8,g4
22610,9,g0
22611,10,g1
22612,11,g2
22613,12,g3
22614,13,g4
22615,14,g0
22616,15,g1
22617,16,g2
22618,17,g3
22619,18,g4
22620,19,g0
22621,20,g1
22622,21,g2
22623,22,g3
22624,23,g4
22625,24,g0
22626,25,g1
22627,26,g2
22628,27,g3
22629,28,g4
22630,29,g0
22631,30,g1
22632,31,g2
22633,32,g3
22634,33,g4
22635,34,g0
22636,35,g1
22637,36,g2
22638,37,g3
22639,38,g4
22640,39,g0
22641,40,g1
22642,41,g2
22643,42,g3
22644,43,g4
22645,44,g0
22646,45,g1
22647,46,g2
22648,47,g3
22649,48,g4
22650,49,g0
22651,50,g1
22652,51,g2
22653,52,g3
22654,53,g4
22655,54,g0
22656,55,g1
22657,56,g2
22658,57,g3
22659,58,g4
22660,59,g0
22661,60,g1
22662,61,g2
22663,62,g3
22664,63,g4
22665,64,g0
22666,65,g1
22667,66,g2
22668,67,g3
22669,68,g4
22670,69,g0
22671,70,g1
22672,71,g2
22673,72,g3
22674,73,g4
22675,74,g0
22676,75,g1
22677,76,g2
22678,77,g3
22679,78,g4
22680,79,g0
22681,80,g1
22682,81,g2
22683,82,g3
22684,83,g4
22685,84,g0
22686,85,g1
22687,86,g2
22688,87,g3
22689,88,g4
22690,89,g0
22691,90,g1
22692,91,g2
22693,92,g3
22694,93,g4
22695,94,g0
22696,95,g1
22697,96,g2
22698,0,g3
22699,1,g4
22700,2,g0
22701,3,g1
22702,4,g2
22703,5,g3
22704,6,g4
22705,7,g0
22706,8,g1
22707,9,g2
22708,10,g3
22709,11,g4
22710,12,g0
22711,13,g1
22712,14,g2
22713,15,g3
22714,16,g4
22715,17,g0
22716,18,g1
22717,19,g2
22718,20,g3
22719,21,g4
22720,22,g0
22721,23,g1
22722,24,g2
22723,25,g3
22724,26,g4
22725,27,g0
22726,28,g1
22727,29,g2
22728,30,g3
22729,31,g4
22730,32,g0
22731,33,g1
22732,34,g2
22733,35,g3
22734,36,g4
22735,37,g0
22736,38,g1
22737,39,g2
22738,40,g3
22739,41,g4
22740,42,g0
22741,43,g1
22742,44,g2
22743,45,g3
22744,46,g4
22745,47,g0
22746,48,g1
22747,49,g2
22748,50,g3
22749,51,g4
22750,52,g0
22751,53,g1
22752,54,g2
22753,55,g3
22754,56,g4
22755,57,g0
22756,58,g1
22757,59,g2
22758,60,g3
22759,61,g4
22760,62,g0
22761,63,g1
22762,64,g2
22763,65,g3
22764,66,g4
22765,67,g0
22766,68,g1
22767,69,g2
22768,70,g3
22769,71,g4
22770,72,g0
22771,73,g1
22772,74,g2
22773,75,g3
22774,76,g4
22775,77,g0
22776,78,g1
22777,79,g2
22778,80,g3
22779,81,g4
22780,82,g0
22781,83,g1
22782,84,g2
22783,85,g3
22784,86,g4
22785,87,g0
22786,88,g1
22787,89,g2
22788,90,g3
22789,91,g4
22790,92,g0
22791,93,g1
22792,94,g2
22793,95,g3
22794,96,g4
22795,0,g0
22796,1,g1
22797,2,g2
22798,3,g3
22799,4,g4
22800,5,g0
22801,6,g1
22802,7,g2
22803,8,g3
22804,9,g4
22805,10,g0
22806,11,g1
22807,12,g2
22808,13,g3
22809,14,g4
22810,15,g0
22811,16,g1
22812,17,g2
22813,18,g3
22814,19,g4
22815,20,g0
22816,21,g1
22817,22,g2
22818,23,g3
22819,24,g4
22820,25,g0
22821,26,g1
22822,27,g2
22823,28,g3
22824,29,g4
22825,30,g0
22826,31,g1
22827,32,g2
22828,33,g3
22829,34,g4
22830,35,g0
22831,36,g1
22832,37,g2
22833,38,g3
22834,39,g4
22835,40,g0
22836,41,g1
22837,42,g2
22838,43,g3
22839,44,g4
22840,45,g0
22841,46,g1
22842,47,g2
22843,48,g3
22844,49,g4
22845,50,g0
22846,51,g1
22847,52,g2
22848,53,g3
22849,54,g4
22850,55,g0
22851,56,g1
22852,57,g2
22853,58,g3
22854,59,g4
22855,60,g0
22856,61,g1
22857,62,g2
22858,63,g3
22859,64,g4
22860,65,g0
22861,66,g1
22862,67,g2
22863,68,g3
22864,69,g4
22865,70,g0
22866,71,g1
22867,72,g2
22868,73,g3
22869,74,g4
22870,75,g0
22871,76,g1
22872,77,g2
22873,78,g3
22874,79,g4
22875,80,g0
22876,81,g1
22877,82,g2
22878,83,g3
22879,84,g4
22880,85,g0
22881,86,g1
22882,87,g2
22883,88,g3
22884,89,g4
22885,90,g0
22886,91,g1
22887,92,g2
22888,93,g3
22889,94,g4
22890,95,g0
22891,96,g1
22892,0,g2
22893,1,g3
22894,2,g4
22895,3,g0
